,BlackElo,ECO,Event,Opening,Result,Termination,TimeControl,WhiteElo,BlackTitle,WhiteTitle,Move_ply_200,Category,Opening_new,freq,ELO Diff,Ave ELO
3149,2046,B33,Rated Bullet game,Sicilian Defense: Open,0-1,Normal,60+0,1977,,,,Bullet,Sicilian Defense,27238,-69,2011.5
3192,1829,B10,Rated Bullet game,Caro-Kann Defense,1-0,Normal,60+0,1842,,,,Bullet,Caro-Kann Defense,6878,13,1835.5
3210,1827,B20,Rated Bullet game,Sicilian Defense: Bowdler Attack,1-0,Normal,60+0,1792,,,,Bullet,Sicilian Defense,27238,-35,1809.5
3221,1864,A04,Rated Bullet game,Zukertort Opening: Vos Gambit,0-1,Normal,60+0,1841,,,,Bullet,Zukertort Opening,3388,-23,1852.5
3237,1849,D35,Rated Bullet game,"Queen's Gambit Declined: Exchange Variation, Positional Variation #2",1-0,Normal,120+1,2082,,NM,,Bullet,Queen's Gambit Declined,4145,233,1965.5
3255,2308,D02,Rated Bullet game,Queen's Pawn Game: Zukertort Variation,0-1,Time forfeit,60+0,1899,,,,Bullet,Queen's Pawn Game,13096,-409,2103.5
3257,1636,D00,Rated Bullet tournament https://lichess.org/tournament/rcuCjBHI,Queen's Pawn Game #2,1-0,Time forfeit,30+0,2107,,,,Bullet,Queen's Pawn Game,13096,471,1871.5
3260,2333,A43,Rated Bullet tournament https://lichess.org/tournament/rcuCjBHI,Benoni Defense: Benoni Gambit Accepted,0-1,Time forfeit,30+0,1409,LM,,,Bullet,Benoni Defense,1124,-924,1871.0
3268,1840,A40,Rated Bullet game,Englund Gambit Complex: Zilbermints Gambit,1-0,Normal,120+1,2098,,NM,,Bullet,Englund Gambit Complex,666,258,1969.0
3296,1914,C45,Rated Bullet game,Scotch Game,1-0,Normal,60+0,1935,,,,Bullet,Scotch Game,4227,21,1924.5
3304,1872,B32,Rated Bullet game,Sicilian Defense: Open #3,1-0,Time forfeit,60+0,1808,,,,Bullet,Sicilian Defense,27238,-64,1840.0
3323,1951,A00,Rated Bullet game,Mieses Opening,1-0,Time forfeit,60+0,1695,,,,Bullet,Mieses Opening,881,-256,1823.0
3343,1951,C64,Rated Bullet game,Ruy Lopez: Classical Variation,0-1,Normal,60+0,1977,,,,Bullet,Ruy Lopez,6912,26,1964.0
3357,1956,A11,Rated Bullet game,English Opening: Caro-Kann Defensive System,0-1,Time forfeit,120+1,1947,,,,Bullet,English Opening,7494,-9,1951.5
3362,1990,B12,Rated Bullet tournament https://lichess.org/tournament/YdrvXH3y,Caro-Kann Defense,0-1,Normal,60+0,2010,,,,Bullet,Caro-Kann Defense,6878,20,2000.0
3365,1967,C49,Rated Bullet game,Four Knights Game: Double Spanish,0-1,Normal,120+0,1437,,,,Bullet,Four Knights Game,3524,-530,1702.0
3368,1724,C41,Rated Bullet game,Philidor Defense,1/2-1/2,Normal,120+1,1721,,,,Bullet,Philidor Defense,5391,-3,1722.5
3373,2039,A45,Rated Bullet game,Indian Game,1-0,Time forfeit,60+0,1834,,,,Bullet,Indian Game,4090,-205,1936.5
3375,2040,B86,Rated Bullet game,Sicilian Defense: Sozin Attack,1-0,Normal,120+1,2032,,,,Bullet,Sicilian Defense,27238,-8,2036.0
3390,1644,A00,Rated UltraBullet tournament https://lichess.org/tournament/kFqdq0JW,Van't Kruijs Opening,0-1,Normal,15+0,1836,,,,Bullet,Van't Kruijs Opening,2719,192,1740.0
3426,2232,A40,Rated Bullet game,Horwitz Defense,1-0,Normal,60+0,2046,,,,Bullet,Horwitz Defense,2191,-186,2139.0
3431,1363,A00,Rated Bullet tournament https://lichess.org/tournament/gmsw1HAU,Hungarian Opening: Catalan Formation,1-0,Normal,60+0,2337,,,,Bullet,Hungarian Opening,2313,974,1850.0
3448,1676,B53,Rated Bullet game,Sicilian Defense: Chekhover Variation,1-0,Normal,60+0,1735,,,,Bullet,Sicilian Defense,27238,59,1705.5
3464,1928,C61,Rated Bullet game,Ruy Lopez: Bird Variation,1-0,Normal,60+0,1988,,,,Bullet,Ruy Lopez,6912,60,1958.0
3467,1879,A40,Rated Bullet game,Englund Gambit,1-0,Normal,30+0,2033,,,,Bullet,Englund Gambit,651,154,1956.0
3499,2235,B06,Rated Bullet tournament https://lichess.org/tournament/4tzb5yjz,Modern Defense: Standard Defense,0-1,Normal,60+0,2201,,,,Bullet,Modern Defense,3666,-34,2218.0
3501,1873,E70,Rated Bullet game,King's Indian Defense: Normal Variation,0-1,Time forfeit,60+0,1852,,,,Bullet,King's Indian Defense,2170,-21,1862.5
3504,1887,A80,Rated Bullet game,Dutch Defense,0-1,Time forfeit,60+0,1844,,,,Bullet,Dutch Defense,1126,-43,1865.5
3510,1675,B10,Rated Bullet game,Caro-Kann Defense: Two Knights Attack,1-0,Time forfeit,60+0,1751,,,,Bullet,Caro-Kann Defense,6878,76,1713.0
3533,1850,B01,Rated Bullet game,Scandinavian Defense,1-0,Time forfeit,60+0,1867,,,,Bullet,Scandinavian Defense,7890,17,1858.5
3603,1732,A00,Rated Bullet game,Hungarian Opening: Slav Formation,1-0,Time forfeit,60+0,1698,,,,Bullet,Hungarian Opening,2313,-34,1715.0
3609,1775,A00,Rated Bullet game,Saragossa Opening,1-0,Time forfeit,60+0,1793,,,,Bullet,Saragossa Opening,513,18,1784.0
3615,1646,C28,Rated Bullet tournament https://lichess.org/tournament/jXpD343Q,"Vienna Game: Stanley Variation, Three Knights Variation",1-0,Time forfeit,60+0,1913,,,,Bullet,Vienna Game,1849,267,1779.5
3626,1797,C42,Rated Bullet game,Russian Game: Urusov Gambit,1-0,Time forfeit,60+0,1787,,,,Bullet,Russian Game,2640,-10,1792.0
3638,1727,A00,Rated Bullet game,Van't Kruijs Opening,1/2-1/2,Normal,120+0,1770,,,,Bullet,Van't Kruijs Opening,2719,43,1748.5
3642,1915,B00,Rated Bullet game,Nimzowitsch Defense: Lean Variation,0-1,Time forfeit,120+1,1769,,,,Bullet,Nimzowitsch Defense,2364,-146,1842.0
3648,1740,A40,Rated Bullet game,Horwitz Defense,0-1,Normal,60+0,1709,,,,Bullet,Horwitz Defense,2191,-31,1724.5
3660,2331,B27,Rated Bullet game,Sicilian Defense: Hyperaccelerated Dragon,0-1,Normal,60+0,2173,,,,Bullet,Sicilian Defense,27238,-158,2252.0
3692,1914,E67,Rated Bullet game,"King's Indian Defense: Fianchetto Variation, Classical Fianchetto",0-1,Normal,120+1,1801,,,,Bullet,King's Indian Defense,2170,-113,1857.5
3697,1733,B01,Rated Bullet game,Scandinavian Defense: Icelandic-Palme Gambit,1-0,Time forfeit,60+0,1771,,,,Bullet,Scandinavian Defense,7890,38,1752.0
3705,1949,A08,Rated Bullet game,King's Indian Attack,1-0,Normal,60+0,2066,,,,Bullet,King's Indian Attack,802,117,2007.5
3719,2022,A13,Rated Bullet game,English Opening: Agincourt Defense #3,1-0,Normal,60+0,2025,,,,Bullet,English Opening,7494,3,2023.5
3720,1989,C01,Rated Bullet game,"French Defense: Exchange Variation, Monte Carlo Variation",0-1,Normal,60+0,1868,,,,Bullet,French Defense,13036,-121,1928.5
3723,1987,A42,Rated Bullet game,Modern Defense: Averbakh Variation,1-0,Time forfeit,60+0,2086,,,,Bullet,Modern Defense,3666,99,2036.5
3729,2165,B31,Rated Bullet game,"Sicilian Defense: Nyezhmetdinov-Rossolimo Attack, Fianchetto Variation",1-0,Normal,60+0,2110,,,,Bullet,Sicilian Defense,27238,-55,2137.5
3742,1767,A00,Rated Bullet game,Van't Kruijs Opening,0-1,Normal,60+0,1755,,,,Bullet,Van't Kruijs Opening,2719,-12,1761.0
3748,1739,B01,Rated Bullet game,Scandinavian Defense,0-1,Time forfeit,60+0,1736,,,,Bullet,Scandinavian Defense,7890,-3,1737.5
3763,1744,B01,Rated Bullet game,Scandinavian Defense: Mieses-Kotroc Variation,1-0,Time forfeit,60+0,1712,,,,Bullet,Scandinavian Defense,7890,-32,1728.0
3792,2060,B23,Rated Bullet game,Sicilian Defense: Closed Variation,0-1,Time forfeit,120+1,1980,,,,Bullet,Sicilian Defense,27238,-80,2020.0
3803,1727,C01,Rated Bullet game,French Defense: Mediterranean Defense,0-1,Time forfeit,60+0,1680,,,,Bullet,French Defense,13036,-47,1703.5
3809,1872,C78,Rated Bullet tournament https://lichess.org/tournament/3NOYjhKL,Ruy Lopez: Morphy Defense,0-1,Time forfeit,60+1,1716,,,,Bullet,Ruy Lopez,6912,-156,1794.0
3875,1695,C44,Rated Bullet game,"Scotch Game: GÃ¶ring Gambit, Double Pawn Sacrifice",0-1,Time forfeit,60+0,1710,,,,Bullet,Scotch Game,4227,15,1702.5
3916,2127,B01,Rated Bullet game,Scandinavian Defense,1-0,Time forfeit,30+0,1823,,,,Bullet,Scandinavian Defense,7890,-304,1975.0
3954,2078,C10,Rated Bullet game,"French Defense: Rubinstein Variation, Blackburne Defense",0-1,Time forfeit,60+0,2097,,,,Bullet,French Defense,13036,19,2087.5
3963,1647,B10,Rated Bullet game,Caro-Kann Defense,0-1,Normal,120+1,1803,,,,Bullet,Caro-Kann Defense,6878,156,1725.0
3973,1884,A11,Rated Bullet game,English Opening: Caro-Kann Defensive System,1-0,Time forfeit,30+0,1891,,,,Bullet,English Opening,7494,7,1887.5
3976,1785,B13,Rated Bullet game,Caro-Kann Defense: Exchange Variation,0-1,Time forfeit,60+0,1860,,,,Bullet,Caro-Kann Defense,6878,75,1822.5
3977,1751,A01,Rated Bullet game,Nimzo-Larsen Attack: Modern Variation #3,1-0,Normal,60+0,1772,,,,Bullet,Nimzo-Larsen Attack,2228,21,1761.5
3997,1997,D30,Rated Bullet game,Queen's Gambit Declined,1-0,Normal,120+1,1881,,,,Bullet,Queen's Gambit Declined,4145,-116,1939.0
3998,1872,D00,Rated Bullet game,Queen's Pawn Game: Levitsky Attack,0-1,Normal,60+0,1874,,,,Bullet,Queen's Pawn Game,13096,2,1873.0
4024,1833,A10,Rated Bullet game,English Opening: Great Snake Variation,1-0,Time forfeit,30+0,2317,,,,Bullet,English Opening,7494,484,2075.0
4026,1842,D05,Rated Bullet tournament https://lichess.org/tournament/SL1bQgAm,Colle System,0-1,Normal,60+0,1845,,,,Bullet,Colle System,352,3,1843.5
4029,2014,B20,Rated Bullet game,"Sicilian Defense: Wing Gambit, Carlsbad Variation",1-0,Normal,60+0,2009,,,,Bullet,Sicilian Defense,27238,-5,2011.5
4042,1628,B10,Rated Bullet game,Caro-Kann Defense: Accelerated Panov Attack #2,0-1,Time forfeit,120+1,1860,,,,Bullet,Caro-Kann Defense,6878,232,1744.0
4060,2150,B02,Rated Bullet game,Alekhine Defense: Normal Variation,1-0,Time forfeit,60+0,2172,,,,Bullet,Alekhine Defense,2101,22,2161.0
4063,1875,B01,Rated Bullet game,Scandinavian Defense: Modern Variation #2,0-1,Time forfeit,120+1,1791,,,,Bullet,Scandinavian Defense,7890,-84,1833.0
4068,1868,A40,Rated Bullet game,English Defense #2,1-0,Time forfeit,60+0,1892,,,,Bullet,English Defense,795,24,1880.0
4072,1770,A10,Rated Bullet game,English Opening: Anglo-Scandinavian Defense,0-1,Time forfeit,120+1,1688,,,,Bullet,English Opening,7494,-82,1729.0
4127,1778,C25,Rated Bullet game,Vienna Game: Max Lange Defense,0-1,Normal,60+0,1713,,,,Bullet,Vienna Game,1849,-65,1745.5
4149,1851,A41,Rated Bullet game,Modern Defense,0-1,Normal,60+0,1857,,,,Bullet,Modern Defense,3666,6,1854.0
4157,1689,A07,Rated UltraBullet tournament https://lichess.org/tournament/HE2JXyPN,King's Indian Attack,1-0,Time forfeit,15+0,1744,,,,Bullet,King's Indian Attack,802,55,1716.5
4197,2153,D70,Rated Bullet game,Neo-GrÃ¼nfeld Defense: Goglidze Attack,1-0,Normal,120+1,1956,,,,Bullet,Neo-GrÃ¼nfeld Defense,116,-197,2054.5
4214,1861,C39,Rated Bullet game,"King's Gambit Accepted, Allgaier Gambit",1-0,Normal,60+0,1861,,,,Bullet,King's Gambit Accepted,1706,0,1861.0
4219,1817,B10,Rated Bullet game,Caro-Kann Defense,0-1,Time forfeit,60+0,1840,,,,Bullet,Caro-Kann Defense,6878,23,1828.5
4250,1785,D06,Rated Bullet game,Queen's Gambit Refused: Marshall Defense,0-1,Normal,60+0,1705,,,,Bullet,Queen's Gambit Declined,2704,-80,1745.0
4266,2080,A40,Rated Bullet game,Modern Defense,0-1,Normal,60+0,2064,,,,Bullet,Modern Defense,3666,-16,2072.0
4271,1657,D05,Rated Bullet tournament https://lichess.org/tournament/GBsL2IMM,Colle System,1-0,Time forfeit,60+0,1937,,,,Bullet,Colle System,352,280,1797.0
4297,1982,A08,Rated Bullet game,King's Indian Attack: Sicilian Variation #2,1-0,Normal,120+1,1876,,,,Bullet,King's Indian Attack,802,-106,1929.0
4299,1755,B22,Rated Bullet game,"Sicilian Defense: Alapin Variation, Barmen Defense",1-0,Normal,120+1,1717,,,,Bullet,Sicilian Defense,27238,-38,1736.0
4305,1835,A46,Rated Bullet game,Indian Game: Wade-Tartakower Defense,1-0,Normal,60+0,1833,,,,Bullet,Indian Game,4090,-2,1834.0
4309,1837,D43,Rated Bullet game,Semi-Slav Defense,1-0,Normal,60+0,1865,,,,Bullet,Semi-Slav Defense,1054,28,1851.0
4311,2150,B11,Rated Bullet game,Caro-Kann Defense,1-0,Normal,60+0,2189,,,,Bullet,Caro-Kann Defense,6878,39,2169.5
4351,1829,A43,Rated Bullet game,Old Benoni Defense,1-0,Time forfeit,60+0,1924,,,,Bullet,Old Benoni Defense,867,95,1876.5
4379,1853,B06,Rated Bullet tournament https://lichess.org/tournament/eJpmfxFv,Modern Defense: Three Pawns Attack,0-1,Time forfeit,60+0,1752,,,,Bullet,Modern Defense,3666,-101,1802.5
4380,1749,A40,Rated Bullet game,Modern Defense,1-0,Normal,120+1,1808,,,,Bullet,Modern Defense,3666,59,1778.5
4408,2012,A04,Rated Bullet game,Zukertort Opening: Kingside Fianchetto,1-0,Time forfeit,60+0,2072,,,,Bullet,Zukertort Opening,3388,60,2042.0
4415,1739,A04,Rated Bullet game,Zukertort Opening: Queenside Fianchetto Variation,1-0,Normal,60+0,1778,,,,Bullet,Zukertort Opening,3388,39,1758.5
4440,1852,B20,Rated Bullet game,Sicilian Defense,0-1,Normal,60+0,1864,,,,Bullet,Sicilian Defense,27238,12,1858.0
4447,2153,C02,Rated Bullet game,"French Defense: Advance Variation, Main Line",0-1,Normal,120+1,2436,,,,Bullet,French Defense,13036,283,2294.5
4471,1853,C41,Rated Bullet game,Philidor Defense #4,0-1,Normal,120+1,1837,,,,Bullet,Philidor Defense,5391,-16,1845.0
4477,2000,D25,Rated Bullet game,Queen's Gambit Accepted: Deferred Variation,0-1,Normal,120+1,1969,,,,Bullet,Queen's Gambit Accepted,2590,-31,1984.5
4487,1729,B01,Rated Bullet game,Scandinavian Defense: Modern Variation #2,0-1,Normal,60+0,1718,,,,Bullet,Scandinavian Defense,7890,-11,1723.5
4491,1769,A40,Rated Bullet game,Modern Defense,0-1,Normal,60+0,1811,,,,Bullet,Modern Defense,3666,42,1790.0
4504,1939,D02,Rated Bullet game,Queen's Pawn Game: Krause Variation,0-1,Normal,60+0,1892,,,,Bullet,Queen's Pawn Game,13096,-47,1915.5
4505,1686,A40,Rated Bullet game,Modern Defense,0-1,Time forfeit,120+1,1765,,,,Bullet,Modern Defense,3666,79,1725.5
4509,2218,A40,Rated Bullet game,Englund Gambit,1-0,Time forfeit,60+0,2060,,,,Bullet,Englund Gambit,651,-158,2139.0
4523,2093,D15,Rated Bullet game,Slav Defense: Three Knights Variation,1-0,Time forfeit,60+0,2335,,GM,,Bullet,Slav Defense,2437,242,2214.0
4585,1781,A10,Rated Bullet game,"English Opening: Anglo-Scandinavian Defense, Schulz Gambit",1-0,Normal,60+0,1940,,,,Bullet,English Opening,7494,159,1860.5
4601,1946,C25,Rated Bullet game,"Vienna Game: Vienna Gambit, Steinitz Gambit, Knight Variation",1-0,Normal,120+0,1636,,,,Bullet,Vienna Game,1849,-310,1791.0
4635,1764,B07,Rated Bullet game,Rat Defense: Antal Defense,0-1,Normal,120+1,1930,,,,Bullet,Rat Defense,755,166,1847.0
4650,1771,C50,Rated Bullet game,Italian Game: Schilling-Kostic Gambit,1-0,Normal,60+0,1752,,,,Bullet,Italian Game,8617,-19,1761.5
4660,2450,B13,Rated Bullet game,Caro-Kann Defense: Exchange Variation,0-1,Normal,60+0,2535,GM,FM,,Bullet,Caro-Kann Defense,6878,85,2492.5
4669,1701,C00,Rated Bullet game,French Defense: Normal Variation,1-0,Normal,60+0,1746,,,,Bullet,French Defense,13036,45,1723.5
4691,1867,A02,Rated Bullet game,Bird Opening,1-0,Time forfeit,60+0,1838,,,,Bullet,Bird Opening,1581,-29,1852.5
4694,1688,C01,Rated Bullet game,French Defense: Perseus Gambit,0-1,Time forfeit,60+0,1760,,,,Bullet,French Defense,13036,72,1724.0
4706,1749,A40,Rated Bullet game,Modern Defense,0-1,Normal,60+0,1797,,,,Bullet,Modern Defense,3666,48,1773.0
4740,2166,A00,Rated Bullet game,Hungarian Opening,0-1,Normal,60+0,2033,,,,Bullet,Hungarian Opening,2313,-133,2099.5
4748,2302,A42,Rated Bullet game,"Modern Defense: Averbakh System, Kotov Variation",0-1,Time forfeit,120+1,2048,,,,Bullet,Modern Defense,3666,-254,2175.0
4795,2179,A06,Rated Bullet game,Zukertort Opening: Reversed Mexican Defense,1-0,Time forfeit,60+0,2386,,,,Bullet,Zukertort Opening,3388,207,2282.5
4806,1882,B10,Rated Bullet game,Caro-Kann Defense,1-0,Normal,120+1,1884,,,,Bullet,Caro-Kann Defense,6878,2,1883.0
4831,1758,B07,Rated Bullet game,Rat Defense: Antal Defense,1-0,Normal,120+1,1712,,,,Bullet,Rat Defense,755,-46,1735.0
4849,1955,B01,Rated Bullet game,Scandinavian Defense: Mieses-Kotroc Variation,0-1,Time forfeit,60+0,2013,,,,Bullet,Scandinavian Defense,7890,58,1984.0
4860,1731,C50,Rated Bullet game,"Italian Game: Giuoco Pianissimo, Canal Variation",1-0,Normal,120+1,1749,,,,Bullet,Italian Game,8617,18,1740.0
4930,1731,A00,Rated Bullet tournament https://lichess.org/tournament/zh7rVzpl,Van't Kruijs Opening,0-1,Normal,60+0,1820,,,,Bullet,Van't Kruijs Opening,2719,89,1775.5
4931,1891,D31,Rated Bullet game,Semi-Slav Defense: Noteboom Variation,1-0,Normal,60+0,1830,,,,Bullet,Semi-Slav Defense,1054,-61,1860.5
4942,1851,C02,Rated Bullet tournament https://lichess.org/tournament/zh7rVzpl,French Defense: Advance Variation #3,1-0,Normal,60+0,2320,,,,Bullet,French Defense,13036,469,2085.5
4963,1821,A41,Rated Bullet game,Old Indian Defense,0-1,Normal,60+0,1986,,,,Bullet,Old Indian Defense,506,165,1903.5
4972,1904,C15,Rated Bullet game,"French Defense: Winawer Variation, Alekhine Gambit Accepted",1-0,Normal,60+0,1870,,,,Bullet,French Defense,13036,-34,1887.0
4993,1996,B23,Rated Bullet game,Sicilian Defense: Grand Prix Attack,1-0,Normal,60+0,2086,,,,Bullet,Sicilian Defense,27238,90,2041.0
4994,1819,A03,Rated Bullet game,Bird Opening: Williams Gambit,0-1,Time forfeit,60+0,1815,,,,Bullet,Bird Opening,1581,-4,1817.0
5005,1816,A40,Rated Bullet game,Englund Gambit,0-1,Time forfeit,60+0,1818,,,,Bullet,Englund Gambit,651,2,1817.0
5019,2101,A00,Rated Bullet game,Van't Kruijs Opening,0-1,Time forfeit,30+0,1777,,,,Bullet,Van't Kruijs Opening,2719,-324,1939.0
5062,2375,A00,Rated Bullet tournament https://lichess.org/tournament/qKlaMtHi,Hungarian Opening: Slav Formation,0-1,Normal,60+0,2263,FM,,,Bullet,Hungarian Opening,2313,-112,2319.0
5067,1866,B01,Rated Bullet game,Scandinavian Defense,1-0,Normal,60+0,1799,,,,Bullet,Scandinavian Defense,7890,-67,1832.5
5090,2062,A04,Rated Bullet game,Zukertort Opening: Queen's Gambit Invitation,0-1,Time forfeit,30+0,2075,,,,Bullet,Zukertort Opening,3388,13,2068.5
5106,2416,B13,Rated Bullet game,Caro-Kann Defense: Exchange Variation,1-0,Normal,60+0,2787,,GM,,Bullet,Caro-Kann Defense,6878,371,2601.5
5107,1688,B12,Rated Bullet game,Caro-Kann Defense,1-0,Time forfeit,30+0,1780,,,,Bullet,Caro-Kann Defense,6878,92,1734.0
5112,1958,B00,Rated Bullet game,"Nimzowitsch Defense: Scandinavian Variation, Exchange Variation",0-1,Normal,120+1,1823,,,,Bullet,Nimzowitsch Defense,2364,-135,1890.5
5119,1656,D30,Rated Bullet game,Queen's Gambit Declined,0-1,Normal,120+1,1762,,,,Bullet,Queen's Gambit Declined,4145,106,1709.0
5136,1975,B02,Rated Bullet tournament https://lichess.org/tournament/d9GZEDgj,Alekhine Defense: MarÃ³czy Variation,0-1,Normal,60+0,1431,,,,Bullet,Alekhine Defense,2101,-544,1703.0
5143,1876,B21,Rated Bullet game,"Sicilian Defense: Smith-Morra Gambit Accepted, Paulsen Formation",1-0,Normal,120+1,1895,,,,Bullet,Sicilian Defense,27238,19,1885.5
5164,1794,A00,Rated Bullet game,Saragossa Opening,0-1,Time forfeit,60+0,1817,,,,Bullet,Saragossa Opening,513,23,1805.5
5177,1733,A45,Rated Bullet game,Indian Game,0-1,Normal,120+1,1802,,,,Bullet,Indian Game,4090,69,1767.5
5179,1765,B01,Rated Bullet game,Scandinavian Defense,1-0,Time forfeit,60+0,1673,,,,Bullet,Scandinavian Defense,7890,-92,1719.0
5209,2078,C55,Rated Bullet game,"Italian Game: Two Knights Defense, Modern Bishop's Opening",0-1,Normal,30+0,2082,,,,Bullet,Italian Game,8617,4,2080.0
5219,1911,C53,Rated Bullet game,"Italian Game: Classical Variation, Closed Variation",1-0,Time forfeit,120+1,1955,,,,Bullet,Italian Game,8617,44,1933.0
5238,1971,D15,Rated Bullet game,Slav Defense: Three Knights Variation,1-0,Normal,60+0,2169,,,,Bullet,Slav Defense,2437,198,2070.0
5243,1926,D00,Rated Bullet tournament https://lichess.org/tournament/a20VIFDV,Queen's Pawn Game #2,1-0,Time forfeit,60+0,2036,,,,Bullet,Queen's Pawn Game,13096,110,1981.0
5250,1951,D02,Rated Bullet game,Queen's Pawn Game: Chigorin Variation,1-0,Normal,60+0,1895,,,,Bullet,Queen's Pawn Game,13096,-56,1923.0
5280,2255,B00,Rated Bullet game,Owen Defense,0-1,Normal,60+0,2196,,,,Bullet,Owen Defense,1829,-59,2225.5
5281,1830,A15,Rated Bullet tournament https://lichess.org/tournament/7ib4Kmyg,English Opening: Anglo-Indian Defense,1-0,Time forfeit,60+0,1876,,,,Bullet,English Opening,7494,46,1853.0
5302,1870,C24,Rated Bullet game,Bishop's Opening: Berlin Defense,1-0,Time forfeit,60+0,1869,,,,Bullet,Bishop's Opening,2817,-1,1869.5
5320,2620,A43,Rated UltraBullet game,Old Benoni Defense,0-1,Normal,15+0,2094,GM,,,Bullet,Old Benoni Defense,867,-526,2357.0
5328,1916,B33,Rated Bullet game,Sicilian Defense: Lasker-Pelikan Variation,1-0,Normal,120+1,1762,,,,Bullet,Sicilian Defense,27238,-154,1839.0
5355,1952,A84,Rated Bullet game,Dutch Defense: Rubinstein Variation,0-1,Normal,60+0,1931,,,,Bullet,Dutch Defense,1126,-21,1941.5
5366,1898,B07,Rated Bullet game,Pirc Defense #4,0-1,Normal,60+0,1705,,,,Bullet,Pirc Defense,2814,-193,1801.5
5386,1733,C00,Rated Bullet game,French Defense: Chigorin Variation,0-1,Time forfeit,60+0,1707,,,,Bullet,French Defense,13036,-26,1720.0
5391,1783,C41,Rated Bullet game,Philidor Defense,0-1,Time forfeit,60+0,1766,,,,Bullet,Philidor Defense,5391,-17,1774.5
5404,1796,A20,Rated Bullet game,English Opening: King's English Variation,0-1,Normal,60+0,1731,,,,Bullet,English Opening,7494,-65,1763.5
5411,2106,B01,Rated Bullet game,Scandinavian Defense: Mieses-Kotroc Variation,0-1,Normal,60+0,2050,,,,Bullet,Scandinavian Defense,7890,-56,2078.0
5424,1816,A40,Rated Bullet game,Englund Gambit Complex Declined,1-0,Time forfeit,120+1,1785,,,,Bullet,Englund Gambit Complex,666,-31,1800.5
5465,1788,A00,Rated Bullet game,Mieses Opening,0-1,Normal,120+0,1661,,,,Bullet,Mieses Opening,881,-127,1724.5
